"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"valor_da_operacao_em_um";"valor_desembolsado_em_um";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"juros";"prazo_total_meses";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS A RECONSTRUCAO DA RODOVIA EL RIO - JARABACOA,NA REPUBLICA DOMINICANA..";"RJ";"REPUBLICA DOMINICANA";3126617;"2011-06-29";"50000000,0";"49938701,15999999";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,04";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"BUREAU DE PROJETOS E CONSULTORIA LTDA.";"58.416.389/0001-30";"GRANDE";"EXPORTAÇÃO DE SERVIÇOS - PROJETO DE ENGENHARIA TÚNEL ÁGUA NEGRA";"SP";"ARGENTINA";1983657;"2011-07-04";"15990534,78";"7532365,54";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,603";60;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-07-20";"724734,45";"724734,45";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,9415";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-25";"1311884,66";"1311884,66";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,741";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-25";"858975,35";"858975,35";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,8835";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO DE 3.000 UNIDADES HABITACIONAIS E INFRAESTRUTURA NECESSARIA A HABITABILIDADE DE 20.000 UNIDADES HABITACIONAIS, PARA ANGOLA.";"RJ";"ANGOLA              ";3121240;"2011-07-28";"281031372,39";"280934595,4";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,7885";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-28";"2837296,28";"2837296,28";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,306";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-28";"2849267,44";"2849267,44";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,9415";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-28";"4336507,56";"4336507,56";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,4745";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-07-28";"2489788,64";"2489788,64";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,3348";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-07-28";"6404276,05";"6404276,05";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,9935";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-07-28";"5432083,72";"5432083,72";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,764";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-07-28";"18017822,31";"18017822,31";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,764";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"COMPANHIA DE OBRAS E INFRA-ESTRUTURA";"09.422.564/0001-97";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS A 3ª ETAPA DAS OBRAS DE AMPLIACAO E MODERNIZACAO DO PORTO MARIEL E DE SUA INFRAESTRUTURA DE ACESSO";"SP";"CUBA";3191044;"2011-08-23";"150000000,0";"149988980,88";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,687";300;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"ATIVA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"3846866,97";"3846866,97";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,556";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"1940437,42";"1940437,42";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,8005";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"1592558,9";"1592558,9";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,8435";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"3348309,76";"3348309,76";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,982";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"2586147,23";"2586147,23";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,3035";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-29";"1209999,23";"1209999,23";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,113";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-08-29";"3919863,2";"3919863,2";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,4785";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-08-30";"484150,76";"484150,76";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,9105";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-08-30";"144795,85";"144795,85";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,7645";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-16";"5499402,89";"5499402,89";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,083";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-16";"1023727,82";"1023727,82";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,4785";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA ANDRADE GUTIERREZ S/A";"17.262.213/0001-94";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A IMPLANTACAO DE UM ESTALEIRO PARA CONSTRUCAO, REPAROS E MANUTENCAO DE EMBARCACOES, NA VENEZUELA.";"MG";"VENEZUELA";1911729;"2011-09-20";"637894134,0";"240152573,10999998";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,451";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-26";"26977,92";"26977,92";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,975";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-26";"64335,86";"64335,86";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,1855";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-27";"4568,72";"4568,72";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,0231";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-28";"1201428,55";"1201428,55";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,4745";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"278710,44";"278710,44";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"650088,5";"650088,5";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"308923,5";"308923,5";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
